# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 152 5.8687137951e-10 1.4175347537e-13 -6.0629193385e-12 0.0000000000e+00 3.2676522662e-12 6.3897616428e-13 -3.7507094902e-15
 153 5.9113968512e-10 1.4096937814e-13 -6.0606559805e-12 0.0000000000e+00 3.2064719949e-12 6.2977076513e-13 -3.7004661613e-15
 154 5.9538005348e-10 1.4013152052e-13 -6.0551222416e-12 0.0000000000e+00 3.1468740185e-12 6.2075636392e-13 -3.6519476885e-15
 155 5.9959091702e-10 1.3924137467e-13 -6.0462743853e-12 0.0000000000e+00 3.0887846022e-12 6.1192350582e-13 -3.6046798859e-15
 156 6.0377065475e-10 1.3830051854e-13 -6.0340699801e-12 0.0000000000e+00 3.0321215044e-12 6.0326157988e-13 -3.5581593608e-15
 157 6.0791759126e-10 1.3731063756e-13 -6.0184679331e-12 0.0000000000e+00 2.9767938083e-12 5.9475879565e-13 -3.5118530130e-15
 158 6.1202999583e-10 1.3627352632e-13 -5.9994285249e-12 0.0000000000e+00 2.9227017527e-12 5.8640215986e-13 -3.4651975351e-15
 159 6.1610608142e-10 1.3519109022e-13 -5.9769134432e-12 0.0000000000e+00 2.8697365639e-12 5.7817745310e-13 -3.4175989111e-15
 160 6.2014415874e-10 1.3406531974e-13 -5.9508874084e-12 0.0000000000e+00 2.8178032804e-12 5.7007235738e-13 -3.3685496098e-15
 161 6.2414311573e-10 1.3289820717e-13 -5.9213231400e-12 0.0000000000e+00 2.7668918659e-12 5.6208620060e-13 -3.3179929307e-15
 162 6.2810197910e-10 1.3169182564e-13 -5.8881968990e-12 0.0000000000e+00 2.7170121308e-12 5.5422103853e-13 -3.2659902690e-15
 163 6.3201976295e-10 1.3044835737e-13 -5.8514869784e-12 0.0000000000e+00 2.6681712455e-12 5.4647857326e-13 -3.2126063861e-15
 164 6.3589546858e-10 1.2917009521e-13 -5.8111737445e-12 0.0000000000e+00 2.6203736793e-12 5.3886014457e-13 -3.1579094571e-15
 165 6.3972808420e-10 1.2785944419e-13 -5.7672396785e-12 0.0000000000e+00 2.5736211386e-12 5.3136672127e-13 -3.1019711192e-15
 166 6.4351658477e-10 1.2651892305e-13 -5.7196694181e-12 0.0000000000e+00 2.5279125050e-12 5.2399889251e-13 -3.0448665192e-15
 167 6.4725993169e-10 1.2515116579e-13 -5.6684497992e-12 0.0000000000e+00 2.4832437741e-12 5.1675685919e-13 -2.9866743617e-15
 168 6.5095707265e-10 1.2375892321e-13 -5.6135698973e-12 0.0000000000e+00 2.4396079934e-12 5.0964042524e-13 -2.9274769569e-15
 169 6.5460694132e-10 1.2234506444e-13 -5.5550210693e-12 0.0000000000e+00 2.3969952012e-12 5.0264898900e-13 -2.8673602686e-15
 170 6.5820845720e-10 1.2091257853e-13 -5.4927969949e-12 0.0000000000e+00 2.3553923644e-12 4.9578153456e-13 -2.8064139619e-15
 171 6.6176052532e-10 1.1946457589e-13 -5.4268937183e-12 0.0000000000e+00 2.3147833174e-12 4.8903662308e-13 -2.7447314514e-15
 172 6.6526203607e-10 1.1800428996e-13 -5.3573096899e-12 0.0000000000e+00 2.2751487000e-12 4.8241238418e-13 -2.6824099491e-15
 173 6.6871186491e-10 1.1653507863e-13 -5.2840458077e-12 0.0000000000e+00 2.2364658960e-12 4.7590650724e-13 -2.6195505122e-15
